,title,wakati_title
po001097,清涼飲料シトロン,"['清涼', '飲料', 'シトロン']"
po001098,大日本麦酒株式会社,['大日本麦酒株式会社: error']
po001099,北長,['北長']
po001100,[着物姿で本を読む女性],"['着物姿', '本', '女性']"
po001101,両関,['関']
po001102,吟味追分豆,"['吟味', '追分', '豆']"
po001103,大塚合名会社醸,"['大塚', '合名会社', '醸']"
po001104,清酒金露大塚醸,"['清酒', '金', '露', '大塚', '醸']"
po001105,清酒東洋,"['清酒', '東洋']"
po001106,清酒金露大塚醸,"['清酒', '金', '露', '大塚', '醸']"
po001107,日本清酒株式会社,['日本清酒株式会社: error']
po001108,井谷安次郎,"['井谷', '安次郎']"
po001109,清酒日本盛,"['清酒', '日本盛: error']"
po001110,大塚合名会社吟醸,"['大塚', '合名会社', '吟醸']"
po001111,キンシ正宗堀野醸,"['キン', 'シ', '正宗', '堀野', '醸']"
po001112,銘酒初雪小西醸,"['銘酒', '初雪', '小西', '醸']"
po001113,石崎合資会社,"['石崎', '合資会社']"
po001114,正宗,['正宗']
po001115,さくらまさむね,"['さくら', 'まさむね']"
po001116,銘酒白鹿,"['銘酒', '白鹿']"
po001117,清酒白鹿醸造元辰馬総本家,"['清酒', '白鹿', '醸造', '辰馬', '総', '本家']"
po001118,山邑東京出張所,"['山邑', '東京', '出張所']"
po001119,正宗の元祖のさくら正宗,"['正宗', '元祖', 'さくら', '正宗']"
po001120,優等清酒,"['優等', '清酒']"
po001121,さくらまさむね,"['さくら', 'まさむね']"
po001122,さくらまさむね,"['さくら', 'まさむね']"
po001123,清酒白鶴,"['清酒', '白鶴']"
po001124,本嘉納商店,"['嘉納', '商店']"
po001125,優等清酒富久娘,"['優等', '清酒', '富久娘']"
po001126,本嘉納商店,"['嘉納', '商店']"
po001127,[着物姿で腰板に寄りかかる女性],"['着物姿', '腰板', '女性']"
po001128,宅合名会社,"['宅', '合名会社']"
po001129,宅合名会社,"['宅', '合名会社']"
po001130,銀金泉正宗,"['銀', '金泉', '正宗']"
po001131,清酒月桂冠,"['清酒', '月桂冠']"
po001132,銘酒五稜正宗,"['銘酒', '五稜', '正宗']"
po001133,KIKU-MASAMUNE,"['KIKU', 'MASAMUNE']"
po001134,銘酒白鹿,"['銘酒', '白鹿']"
po001135,白鹿,['白鹿']
po001136,白鹿,['白鹿']
po001137,さくらまさむね,"['さくら', 'まさむね']"
po001138,さくらまさむね,"['さくら', 'まさむね']"
po001139,朗らかな醉　飲むなら焼酎,"['朗らか', '醉', '焼酎']"
po001140,辰馬総本家,"['辰馬', '総', '本家']"
po001141,朗らかな醉　飲むなら焼酎,"['朗らか', '醉', '焼酎']"
po001142,キッコウショウ,['キッコウショウ: error']
po001143,一番喜ばれる年末年始御贈答品,"['一番', '年末年始', '贈答', '品']"
po001144,優等清酒桜正宗,"['優等', '清酒', '桜正宗: error']"
po001145,醸造元千葉県野田町茂木佐平治,"['醸造', '千葉県', '野田町', '茂木佐平治']"
po001146,山邑太左衛門,"['山邑', '太', '左衛門']"
po001147,清酒白鶴,"['清酒', '白鶴']"
po001148,FUKUMUSUME-SAKE,"['FUKUMUSUME: error', 'SAKE']"
po001149,大日本優等清酒,"['大日本', '優等', '清酒']"
po001150,明治製糖公司,"['明治', '製糖', '公司']"
po001151,カクザトウ,['カクザトウ: error']
po001154,塩水港製糖株式会社,"['塩水', '港', '製糖', '株式会社']"
po001155,塩水港製糖株式会社,"['塩水', '港', '製糖', '株式会社']"
po001156,台湾製糖株式会社,['台湾製糖株式会社: error']
po001157,大日本製糖株式会社,['大日本製糖株式会社: error']
po001158,大日本製糖株式会社,['大日本製糖株式会社: error']
po001159,大日本製糖株式会社,['大日本製糖株式会社: error']
po001160,大日本製糖株式会社,['大日本製糖株式会社: error']
po001161,大日本製糖公司,"['大日本', '製糖', '公司']"
po001162,大日本製糖株式会社,['大日本製糖株式会社: error']
po001163,大日本製糖株式会社,['大日本製糖株式会社: error']
po001164,大日本製糖株式会社,['大日本製糖株式会社: error']
po001165,東亜麺粉公司,"['東亜', '麺粉: error', '公司']"
po001166,株式会社増田製粉所,['株式会社増田製粉所: error']
po001167,札幌製粉株式会社,"['札幌', '製粉', '株式会社']"
po001168,製糖株式会社,"['製糖', '株式会社']"
po001175,明治製糖株式会社,"['明治', '製糖', '株式会社']"
po001176,アメチヨコ,"['アメ', 'チヨコ']"
po001177,バンザイ,['バンザイ']
po001178,フルヤのウインターキヤラメル,"['フルヤ', 'ウインターキヤラメル: error']"
po001179,フルヤのキャラメル,"['フルヤ', 'キャラメル']"
po001180,巴堂,"['巴', '堂']"
po001181,三度の御飯はタイム式精米にかぎる,"['三度', '御飯', 'タイム', '式', '精米']"
po001182,ほうじ茶森永宇治かほる,"['ほうじ茶', '森永', '宇治', 'かほる']"
po001183,精米販売萩原商店,"['精米', '販売', '萩原', '商店']"
po001184,森永の菓子,"['森永', '菓子']"
po001185,森永の菓子,"['森永', '菓子']"
po001186,水無飴,"['水無', '飴']"
po001187,水無飴,"['水無', '飴']"
po001188,君魚焼,"['君', '魚', '焼']"
po001189,森永ミルク森永ドライミルク,"['森永', 'ミルク', '森永', 'ドライミルク']"
po001190,新案ビスケット元祖栄泉堂,"['新案', 'ビスケット', '元祖', '栄泉', '堂']"
po001191,優良煎茶長寿楽,"['優良', '煎茶', '長寿楽: error']"
po001192,森永ココアミルク,"['森永', 'ココア', 'ミルク']"
po001193,HOTMILP,['HOTMILP: error']
po001194,強力葡萄糖液状,"['強力', '葡萄糖: error', '液状']"
po001195,森永ミルク,"['森永', 'ミルク']"
po001196,登録商標きびだんご粉,"['登録商標', 'きびだんご', '粉']"
po001197,二千円大懸賞,"['二', '千円', '懸賞']"
po001198,森永ゼリビンズ,"['森永', 'ゼリビンズ: error']"
po001199,森永ベルトライン,"['森永', 'ベルトライン']"
po001200,森永バナナ,"['森永', 'バナナ']"
po001201,森永コンサート,"['森永', 'コンサート']"
po001202,グリコアメ,"['グリコ', 'アメ']"
po001203,リグレース．チューインガム,"['リグ', 'レース', 'チューインガム']"
po001204,森永ドロップス,"['森永', 'ドロップス']"
po001205,中外の菓子,"['中外', '菓子']"
po001206,ホマレウェーファース,['ホマレウェーファース: error']
po001207,ミルクヨーラス,['ミルクヨーラス: error']
po001208,今村のチョコレートアメ,"['今村', 'チョコレート', 'アメ']"
po001209,カステーラ,['カステーラ']
po001217,満州へ朝鮮へ,"['満州', '朝鮮']"
po001234,南満州鉄道株式会社,"['南満州鉄道', '株式会社']"
po001235,南満州鉄道株式会社,"['南満州鉄道', '株式会社']"
po001259,想ひ起す二十五年前,"['想', '二', '十', '五', '年', '前']"
po001263,備へよ国防,"['備', '国防']"
po001268,衛生的改良箱詰潮鮭鱒,"['衛生的', '改良', '箱詰: error', '潮', '鮭', '鱒']"
po001269,日魯の筋子,"['日', '魯', '筋子']"
po001270,栖原択捉漁場特産箱入鱒,"['栖原', '択捉', '漁場', '特産', '箱入', '鱒']"
po001271,栖原択捉漁場特産箱入鱒,"['栖原', '択捉', '漁場', '特産', '箱入', '鱒']"
po001272,日魯の鮭,"['日', '魯', '鮭']"
po001273,FAMOUSGEISHACRABMEAT,['FAMOUSGEISHACRABMEAT: error']
po001280,支那事変ノ国債,"['支那事変', '国債']"
po001285,支那事変貯蓄債券,"['支那事変', '貯蓄債券: error']"
po001288,支那事変国債,"['支那事変', '国債']"
po001295,北日本汽船株式会社,"['北日本', '汽船', '株式会社']"
po001296,小さな生命にも思いやる心を,"['生命', '心']"
po001316,SHIMATANI-LINE,"['SHIMATANI', 'LINE']"
po001317,北日本汽船,"['北日本', '汽船']"
po001318,COMPLIMENTSOFOSAKASHOSENKAISHA.,"['COM', 'PLIME: error', 'NTSOFOSAKASHOSENKAISHA: error']"
po001321,北日本汽船株式会社,"['北日本', '汽船', '株式会社']"
po001323,大阪商船株式会社,['大阪商船株式会社: error']
po001324,大阪商船株式会社,['大阪商船株式会社: error']
po001325,大阪商船株式会社,['大阪商船株式会社: error']
po001326,OSAKASHOSENKAISHA,['OSAKASHOSENKAISHA: error']
po001328,大阪商船株式会社,['大阪商船株式会社: error']
po001329,北日本汽船株式会社,"['北日本', '汽船', '株式会社']"
po001332,日本郵船株式会社,['日本郵船株式会社']
po001333,東洋汽船株式会社,"['東洋汽船', '株式会社']"
po001334,東洋汽船株式会社,"['東洋汽船', '株式会社']"
po001336,近海郵船株式会社,['近海郵船株式会社: error']
po001337,近海郵船株式会社,['近海郵船株式会社: error']
po001338,近海郵船,['近海郵船: error']
po001339,近海郵船株式会社,['近海郵船株式会社: error']
po001340,近海郵船会社,"['近海郵船: error', '会社']"
po001341,近海郵船株式会社　[カレンダー],"['近海郵船株式会社: error', 'カレンダー']"
po001342,近海郵船株式会社,['近海郵船株式会社: error']
po001343,日本郵船株式会社,['日本郵船株式会社']
po001344,近海郵船株式会社　[カレンダー],"['近海郵船株式会社: error', 'カレンダー']"
po001346,近海郵船株式会社,['近海郵船株式会社: error']
po001349,NIPPON　YUSENKAISHA,"['NIPPON', 'YUSENKAISHA: error']"
po001350,日本郵船株式会社,['日本郵船株式会社']
po001351,日本郵船株式会社,['日本郵船株式会社']
po001352,近海郵船株式会社　[カレンダー],"['近海郵船株式会社: error', 'カレンダー']"
po001353,日本郵船株式会社,['日本郵船株式会社']
po001354,日本郵船株式会社,['日本郵船株式会社']
po001355,日本郵船株式会社,['日本郵船株式会社']
po001356,日本郵船株式会社,['日本郵船株式会社']
po001357,日本郵船株式会社,['日本郵船株式会社']
po001358,日本郵船株式会社,['日本郵船株式会社']
po001374,日本輸出主要品番付,"['日本', '輸出', '主要', '品番', '付']"
po001377,春の長崎へ,"['春の', '長崎']"
po001384,スキーは昆布温泉へ,"['スキー', '昆布温泉: error']"
po001400,遊ぶ奈良,['奈良']
po001401,鉄道院所管線路図,"['鉄道院', '所管', '線路', '図']"
po001402,鉄道院所管線路図,"['鉄道院', '所管', '線路', '図']"
po001403,鉄道院所屬線路図,"['鉄道院', '所', '屬', '線路', '図']"
po001404,鉄道院所屬線路図,"['鉄道院', '所', '屬', '線路', '図']"
po001405,鉄道院所屬線路図,"['鉄道院', '所', '屬', '線路', '図']"
po001406,商工中心会,"['商工', '中心', '会']"
po001407,商工中心会,"['商工', '中心', '会']"
po001408,越後直江津名所案内,"['越後', '直江津', '名所', '案内']"
po001409,帝国産金,"['帝国', '産金']"
po001410,国産品愛用巡回展覧会,"['国産品', '愛用', '巡回', '展覧会']"
po001411,金山労務者採用,"['金山', '労務者', '採用']"
po001412,復興函館産業第一,"['復興', '函館', '産業', '第一']"
po001413,北海道庁,['北海道庁']
po001414,横浜製品宣伝即売会,"['横浜', '製品', '宣伝', '即売会']"
po001415,鉱業報国,"['鉱業', '報国']"
po001416,燃料報国,"['燃料', '報国']"
po001417,聖号,"['聖', '号']"
po001418,釧路炭田労務者大募集,"['釧路炭田', '労務者', '募集']"
po001419,年度末特別貯蓄運動,"['年度末', '特別', '貯蓄', '運動']"
po001420,歳末特別貯蓄運動,"['歳末', '特別', '貯蓄', '運動']"
po001421,”増加所得を貯蓄へ”特別貯蓄運動,"['増加', '所得', '貯蓄', '特別', '貯蓄', '運動']"
po001422,自立促進貯蓄運動,"['自立', '促進', '貯蓄', '運動']"
po001423,自立促進貯蓄運動,"['自立', '促進', '貯蓄', '運動']"
po001424,貯蓄ニュース,"['貯蓄', 'ニュース']"
po001425,独立記念,"['独立', '記念']"
po001426,歳末特別貯蓄運動,"['歳末', '特別', '貯蓄', '運動']"
po001427,貯蓄増強中央委員会,"['貯蓄', '増強', '中央委員会']"
po001428,吹奏楽部演奏会,"['吹奏楽部', '演奏会']"
po001429,8月13日は函館・夜景の日,"['8月13日', '函館', '夜景', '日']"
po001430,10月17日は貯蓄の日,"['10月17日', '貯蓄の日: error']"
po001431,預貯金は無税,"['預貯金', '無税']"
po001432,函館野外劇,"['函館', '野外', '劇']"
po001433,函館国際イカフォーラム,"['函館', '国際', 'イカ', 'フォーラム']"
po001434,朝日新聞ニュースマップ,"['朝日新聞ニュース', 'マップ']"
po001435,お隣も貯蓄しています,"['お隣', '貯蓄']"
po001436,水揚代金はひとまず貯蓄へ,"['水揚', '代金', '貯蓄']"
po001437,国民貯蓄五兆円達成記念,"['国民', '貯蓄', '五', '兆', '円', '達成', '記念']"
po001438,明るいくらしは貯蓄から,"['くらし', '貯蓄']"
po001439,貯蓄増強国民運動,"['貯蓄', '増強', '国民運動']"
po001440,朝日ニュース,"['朝日', 'ニュース']"
po001441,毎日新聞,['毎日新聞']
po001442,時事通信フォトサービス,"['時事通信', 'フォト', 'サービス']"
po001443,毎日新聞,['毎日新聞']
po001444,時事通信フォトサービス,"['時事通信', 'フォト', 'サービス']"
po001445,毎日新聞,['毎日新聞']
po001446,毎日新聞,['毎日新聞']
po001447,時事通信フォトサービス,"['時事通信', 'フォト', 'サービス']"
po001448,時事通信フォトサービス,"['時事通信', 'フォト', 'サービス']"
po001449,時事通信フォトサービス,"['時事通信', 'フォト', 'サービス']"
po001450,時事通信フォトサービス,"['時事通信', 'フォト', 'サービス']"
po001451,世界写真だより,"['世界', '写真']"
po001452,世界写真だより,"['世界', '写真']"
po001453,世界写真だより,"['世界', '写真']"
po001454,朝日新聞ニュースマップ,"['朝日新聞ニュース', 'マップ']"
po001455,朝日新聞ニュースマップ,"['朝日新聞ニュース', 'マップ']"
po001456,朝日新聞ニュースマップ,"['朝日新聞ニュース', 'マップ']"
po001460,ダイヤモンドガソリン,"['ダイヤモンド', 'ガソリン']"
po001477,第一回全国児童栄養週間,"['一', '回', '全国', '児童', '栄養', '週間']"
po001478,第四回全国児童栄養週間,"['四', '回', '全国', '児童', '栄養', '週間']"
po001479,児童愛護週間,"['児童', '愛護', '週間']"
po001480,乳幼児愛護週間,"['乳幼児', '愛護', '週間']"
po001481,第二回方面同情週間,"['二', '回', '方面', '同情', '週間']"
po001482,少年保護記念日,"['少年', '保護', '記念日']"
po001485,赤十字デー,"['赤十字', 'デー']"
po001487,市民講座並青年団幹部講習会,"['市民', '講座', '並', '青年団', '幹部', '講習会']"
po001488,満蒙問題懸賞論文募集,"['満蒙問題', '懸賞論文', '募集']"
po001489,成人教育講座,"['成人教育', '講座']"
po001494,躍進日本＝実業教育,"['躍進', '日本', '実業', '教育']"
po001508,揚げよ日の丸備へよ貯金,"['日', '丸備: error', '貯金']"
po001510,少年保護記念日,"['少年', '保護', '記念日']"
po001514,国民精神総動員,['国民精神総動員']
po001526,慰問袋募集,"['慰問袋', '募集']"
po001527,函館東郷会発会式,"['函館', '東郷', '会', '発会', '式']"
po001539,函館市制記念日,"['函館市', '制', '記念日']"
po001540,市制記念日,"['市制', '記念日']"
po001541,市制記念日,"['市制', '記念日']"
po001545,神戸みなとの祭,"['神戸', 'みなと', '祭']"
po001550,建国祭,"['建国', '祭']"
po001551,建国祭,"['建国', '祭']"
po001555,大法会修行実物展覧会開催,"['法会', '修行', '実物', '展覧会', '開催']"
po001557,建武中興,"['建武', '中興']"
po001559,元寇記念祭,"['元寇', '記念祭']"
po001560,六百年大祭,"['六', '百', '年', '大祭']"
po001561,大楠公六百年祭,"['大楠公', '六', '百', '年', '祭']"
po001564,観世音開帳,"['観世音', '開帳']"
po001566,明治神宮鎮座十年祭,"['明治神宮', '鎮座', '十', '年', '祭']"
po001568,大楠公六百年大祭,"['大楠公', '六', '百', '年', '大祭']"
po001571,富士山開,"['富士', '山開']"
po001575,お互に努めませう,['お互']
po001577,短期公債募集,"['短期', '公債', '募集']"
po001581,勤倹貯蓄記念日三月十日,"['勤倹', '貯蓄', '記念日', '三月十日']"
po001583,貯蓄報国,"['貯蓄', '報国']"
po001585,郵便年金,"['郵便', '年金']"
po001587,速達郵便,['速達郵便: error']
po001594,郵便局にて公債売出し,"['郵便局', '公債', '売出し']"
po001595,公債売出し,"['公債', '売出し']"
po001597,郵便局にて公債売出し,"['郵便局', '公債', '売出し']"
po001599,公債売出し,"['公債', '売出し']"
po001600,郵便局にて公債売出し,"['郵便局', '公債', '売出し']"
po001601,郵便局公債売出し,"['郵便局', '公債', '売出し']"
po001602,勤業債券売出し,"['勤', '業', '債券', '売出し']"
po001603,勤業債券売出し,"['勤', '業', '債券', '売出し']"
po001604,郵便局にて公債売出し,"['郵便局', '公債', '売出し']"
po001605,郵便局にて公債売出し,"['郵便局', '公債', '売出し']"
po001606,年賀状はお早く,['年賀状']
po001607,航空郵便開設,"['航空郵便', '開設']"
po001608,年賀郵便はお早く,"['年賀', '郵便']"
po001609,記念切手とスタンプ,"['記念切手', 'スタンプ']"
po001610,特別取扱年賀郵便,"['特別', '取扱', '年賀', '郵便']"
po001611,年賀郵便の特別取扱,"['年賀', '郵便', '特別', '取扱']"
po001612,速達郵便,['速達郵便: error']
po001613,四月より東北北海道飛行開始,"['四月', '東北', '北海道', '飛行', '開始']"
po001614,慶弔電報,['慶弔電報: error']
po001615,慶弔電報,['慶弔電報: error']
po001616,逓信省,['逓信省']
po001617,年賀状はお早く,['年賀状']
po001618,懸賞募集,"['懸賞', '募集']"
po001619,簡易保険,['簡易保険']
po001620,簡易保険局,"['簡易保険', '局']"
po001621,保険金三十億円,"['保険金', '三', '十', '億', '円']"
po001622,簡易保険,['簡易保険']
po001623,簡易保険は７００円まではいれます,"['簡易保険', '７', '０', '０', '円']"
po001624,簡易保険,['簡易保険']
po001625,簡易保険事業創始記念日十月一日,"['簡易保険', '事業', '創始', '記念日', '十月一日']"
po001626,逓信省,['逓信省']
po001627,簡易保険の効用,"['簡易保険', '効用']"
po001628,図書館記念日昭和14年,"['図書館記念日: error', '昭和14年']"
po001629,図書館記念日,['図書館記念日: error']
po001630,図書館記念日,['図書館記念日: error']
po001631,はこだて先住民遺物展,"['先住民', '遺物', '展']"
po001632,基督教資料,"['基督教', '資料']"
po001633,図書館デー,"['図書館', 'デー']"
po001634,図書館週間,"['図書館', '週間']"
po001635,図書館と博物館週間,"['図書館', '博物館', '週間']"
po001636,更生第１回函館美術展,"['更生', '１', '回', '函館', '美術', '展']"
po001637,図書館記念日四月二日,"['図書館記念日: error', '四月二日']"
po001638,御巡幸記念展,"['巡幸', '記念', '展']"
po001639,読書普及運動,"['読書', '普及', '運動']"
po001640,国民精神作興,"['国民', '精神', '作興']"
po001641,図書館と博物館週間,"['図書館', '博物館', '週間']"
po001642,4月2日第6回図書館記念日,"['4月2日', '6回', '図書館記念日: error']"
po001643,佐々木平次郎君ヲ推薦ス,"['佐々木平次郎: error', '君', '推薦', 'ス']"
po001644,平出喜三郎君へ,"['平出喜三郎: error', '君']"
po001645,選挙粛正強調週間,"['選挙', '粛正', '強調', '週間']"
po001646,黒住成章,['黒住成章: error']
po001647,佐々木平次郎君ヲ推薦ス,"['佐々木平次郎: error', '君', '推薦', 'ス']"
po001648,加藤貫一,"['加藤', '貫一']"
po001649,林路一,['林路一: error']
po001650,檀野礼助,['檀野礼助: error']
po001651,高木益太郎,"['高木', '益太郎']"
po001652,選挙粛正棄権防止,"['選挙', '粛正', '棄権', '防止']"
po001653,北海道庁警察部,['北海道庁警察部: error']
po001654,選挙粛正,"['選挙', '粛正']"
po001655,選挙粛正,"['選挙', '粛正']"
po001656,水産立国ノ為ニ,"['水産', '立国', '為', 'ニ']"
po001657,民政党・政友会,"['民政党', '政友会']"
po001658,檀野礼助,['檀野礼助: error']
po001659,立憲民政党本部,"['立憲民政党', '本部']"
po001660,立憲民政黨本部,"['立憲', '民政', '黨', '本部']"
po001661,小樽港,['小樽港']
po001662,樺太庁鉄道,['樺太庁鉄道: error']
po001663,TEXASCOMPANY,['TEXASCOMPANY: error']
po001664,日本郵船株式会社,['日本郵船株式会社']
po001665,日本郵船株式会社,['日本郵船株式会社']
po001666,青函間貨車航送記念,"['青函', '間', '貨車', '航', '記念']"
po001667,海運報国,"['海運', '報国']"
po001668,北日本汽船株式会社,"['北日本', '汽船', '株式会社']"
po001669,aroundtheworld,['aroundtheworld: error']
po001672,日本郵船株式会社,['日本郵船株式会社']
po001676,近海郵船株式会社　[カレンダー],"['近海郵船株式会社: error', 'カレンダー']"
po001677,近海郵船株式会社　[カレンダー],"['近海郵船株式会社: error', 'カレンダー']"
po001678,近海郵船株式会社　[カレンダー],"['近海郵船株式会社: error', 'カレンダー']"
po001679,近海郵船株式会社　[カレンダー],"['近海郵船株式会社: error', 'カレンダー']"
po001680,懸賞標語発表,"['懸賞', '標語', '発表']"
po001681,標語募集,"['標語', '募集']"
po001682,日本輸出入主要品番付,"['日本', '輸出入', '主要', '品番', '付']"
po001683,札幌鉄道局,"['札幌', '鉄道局']"
po001685,汽車時間表,"['汽車', '時間', '表']"
po001686,汽車時間表,"['汽車', '時間', '表']"
po001690,函館区役所,"['函館', '区役所']"
po001691,臨時国勢調査,"['臨時', '国勢調査']"
po001692,臨時国勢調査,"['臨時', '国勢調査']"
po001693,時の記念日,['時の記念日: error']
po001694,国勢調査,['国勢調査']
po001695,国勢調査,['国勢調査']
po001698,大正十四年国勢調査,"['大正', '十', '四', '年', '国勢調査']"
po001699,臨時国勢調査,"['臨時', '国勢調査']"
po001700,国勢調査,['国勢調査']
po001701,GALVER,['GALVER: error']
po001702,セロン,['セロン']
po001703,和洋ボール,"['和洋', 'ボール']"
po001704,更生ナル硝子ボール,"['更生', 'ナル', '硝子', 'ボール']"
po001705,専売特許国産ハイスパーワニス,"['専売特許', '国産', 'ハイスパーワニス: error']"
po001706,台湾檜,"['台湾', '檜']"
po001707,4月2日第6回図書館記念日,"['4月2日', '6回', '図書館記念日: error']"
po001708,床敷物にはリノリユーム,"['床', '敷物', 'リノリユーム: error']"
po001709,此の建築と衛生陶器,"['此', '建築', '衛生陶器']"
po001710,昭和八年度に竣功の主要建築物,"['昭和', '八', '年度', '竣功', '主要', '建築物']"
po001711,昭和六年度に竣功の主要建築物,"['昭和', '六', '年度', '竣功', '主要', '建築物']"
po001712,昭和七年度に竣功の主要建築物,"['昭和', '七', '年度', '竣功', '主要', '建築物']"
po001713,昭和八年度に竣功の主要建築物,"['昭和', '八', '年度', '竣功', '主要', '建築物']"
po001714,昭和五年度に竣功の主要建築物,"['昭和', '五', '年度', '竣功', '主要', '建築物']"
po001715,H.M.C階段辷止金具,"['H.M.', 'C', '階段', '止金: error', '具']"
po001716,アサヒランプ,"['アサヒ', 'ランプ']"
po001717,REDLEADCOMPOSITION,['REDLEADCOMPOSITION: error']
po001718,THREEBIRDS,['THREEBIRDS: error']
po001719,Shintotoryo,['Shintotoryo: error']
po001720,虹印エナメル,"['虹', '印', 'エナメル']"
po001721,毬鳥印エナメル,"['毬', '鳥', '印', 'エナメル']"
po001722,ハイスパーワニス,['ハイスパーワニス: error']
po001723,蛍印エナメル,"['蛍', '印', 'エナメル']"
po001724,時の日,"['時', '日']"
po001725,世界稀有山富貴酸化黄,"['世界', '稀', '有山', '富貴', '酸化', '黄']"
po001726,エバコート,"['エバ', 'コート']"
po001727,便利瓦,"['便利', '瓦']"
po001728,水性塗料アゾール,"['水性', '塗料', 'アゾール']"
po001729,東洋不動瓦,"['東洋', '不動', '瓦']"
po001730,函館建具工業組合,"['函館', '建具', '工業', '組合']"
po001731,日本トラスコン鋼材株式会社,"['日本', 'トラスコン: error', '鋼材', '株式会社']"
po001732,商工省補助,"['商工省', '補助']"
po001733,東郷ハガネ,"['東郷', 'ハガネ']"
po001734,太陽印平板浪板,"['太陽', '印', '平板', '浪板']"
po001735,天下一品ハートタイヤ,"['天下一品', 'ハート', 'タイヤ']"
po001736,ライオン戸車,"['ライオン', '戸車']"
po001737,川本式ポンプ,"['川本', '式', 'ポンプ']"
po001738,ロールマンチョッパー,['ロールマンチョッパー: error']
po001739,FOX,['FOX']
po001740,内外銘木,"['内外', '銘木']"
po001741,ベンチレーター・エルボー,"['ベンチレーター', 'エルボー']"
po001743,”ALPS,['ALPS']
po001744,”ALPS,['ALPS']
po001745,杉本式針金荷造機,"['杉本', '式', '針金', '荷造', '機']"
po001746,佐治タイル,"['佐治', 'タイル']"
po001747,歳末特別貯蓄運動　生活に希望と力を生む貯蓄,"['歳末', '特別', '貯蓄', '運動', '生活', '希望', '力', '貯蓄']"
po001748,貯蓄増強国民運動　貯蓄は明日への力,"['貯蓄', '増強', '国民運動', '貯蓄', '明日へ', '力']"
po001749,明るいくらしは貯蓄から,"['くらし', '貯蓄']"
po001750,安定した繁栄を続けるために　あなたの節約で輸入をへらし　あなたの貯蓄で輸出をふやす,"['安定', '繁栄', 'ため', 'あなた', '節約', '輸入', 'あなた', '貯蓄', '輸出']"
po001751,収入の一割は貯蓄しましょう,"['収入', '一', '割', '貯蓄']"
po001752,お手もとの現金はひとまず貯蓄,"['手もと', '現金', '貯蓄']"
po001753,お手もとの現金はひとまず貯蓄しましょう,"['手もと', '現金', '貯蓄']"
po001754,減税を明るいくらしの設計に,"['減税', 'くらし', '設計']"
po001755,臨時季節収入はひとまず貯蓄,"['臨時', '季節', '収入', '貯蓄']"
po001756,歳末特別貯蓄運動　手もとの現金はひとまず貯蓄しましょう,"['歳末', '特別', '貯蓄', '運動', '手もと', '現金', '貯蓄']"
po001757,貯蓄増強中央委員会,"['貯蓄', '増強', '中央委員会']"
po001759,日本出版会推薦図書（第一回）　八月,"['日本', '出版', '会', '推薦', '図書', '一', '回', '八月']"
po001760,日本出版会推薦図書（第二回）　九月,"['日本', '出版', '会', '推薦', '図書', '二', '回', '九月']"
po001761,日本出版会推薦図書（第三回）　十月,"['日本', '出版', '会', '推薦', '図書', '三', '回', '十月']"
po001762,日本出版会推薦図書（第四回）　十一月,"['日本', '出版', '会', '推薦', '図書', '四', '回', '十一月']"
po001763,日本出版会推薦図書（第五回）　十二月,"['日本', '出版', '会', '推薦', '図書', '五', '回', '十二月']"
po001764,（第六回）　推薦図書　1月,"['六', '回', '推薦', '図書', '1月']"
po001765,（第七回）　日本出版会推薦図書　2月,"['七', '回', '日本', '出版', '会', '推薦', '図書', '2月']"
po001766,（第九回）日本出版会　推薦図書　4月,"['九', '回', '日本', '出版', '会', '推薦', '図書', '4月']"
po001767,（第十回）日本出版会　推薦図書　5月,"['十', '回', '日本', '出版', '会', '推薦', '図書', '5月']"
po001768,日本出版文化協会　推薦図書　7月,"['日本出版文化協会: error', '推薦', '図書', '7月']"
po001769,日本出版文化協会　推薦図書　8月,"['日本出版文化協会: error', '推薦', '図書', '8月']"
po001770,日本出版文化協会　推薦図書　9月,"['日本出版文化協会: error', '推薦', '図書', '9月']"
po001771,日本出版文化協会　推薦図書　10月,"['日本出版文化協会: error', '推薦', '図書', '10月']"
po001772,日本出版文化協会　推薦図書　11月,"['日本出版文化協会: error', '推薦', '図書', '11月']"
po001773,日本出版文化協会　推薦図書　12月,"['日本出版文化協会: error', '推薦', '図書', '12月']"
po001774,日本出版文化協会　推薦図書　一月,"['日本出版文化協会: error', '推薦', '図書', '一月']"
po001775,日本出版文化協会　推薦図書　二月,"['日本出版文化協会: error', '推薦', '図書', '二月']"
po001776,日本出版文化協会　推薦図書　三月,"['日本出版文化協会: error', '推薦', '図書', '三月']"
po001777,文部省推薦図書一月,"['文部省', '推薦', '図書', '一月']"
po001778,文部省推薦図書一月,"['文部省', '推薦', '図書', '一月']"
po001779,文部省推薦図書二月,"['文部省', '推薦', '図書', '二月']"
po001780,文部省推薦図書三月,"['文部省', '推薦', '図書', '三月']"
po001781,文部省推薦図書四月,"['文部省', '推薦', '図書', '四月']"
po001782,文部省推薦図書五月,"['文部省', '推薦', '図書', '五月']"
po001783,文部省推薦図書六月,"['文部省', '推薦', '図書', '六月']"
po001784,文部省推薦図書七月,"['文部省', '推薦', '図書', '七月']"
po001785,文部省推薦図書七月　日本出版配給株式会社,"['文部省', '推薦', '図書', '七月', '日本出版配給株式会社: error']"
